deviceIORate,cpu,memory,conns,arrivalRate,ioLoad,cpuLoad,responseTime
50mb,1,800m,100,5,20,450,26.0
50mb,1,800m,100,5,20,500,24.7
50mb,1,800m,100,5,40,350,12093.6
50mb,1,800m,100,5,40,400,9839.3
50mb,1,800m,100,5,40,450,11973.0
50mb,1,800m,100,5,40,500,3371.9
50mb,1,800m,100,5,60,350,32849.0
50mb,1,800m,100,5,60,400,28082.9
50mb,1,800m,100,5,60,450,29815.7
50mb,1,800m,100,5,60,500,27878.5
50mb,1,800m,100,5,80,350,108957.8
50mb,1,800m,100,5,80,400,111099.2
50mb,1,800m,100,5,80,450,126805.8
50mb,1,800m,100,5,80,500,112592.0
50mb,1,800m,100,5,100,350,180962.3
50mb,1,800m,100,5,100,400,208144.1
50mb,1,800m,100,5,100,450,224620.6
50mb,1,800m,100,5,100,500,193520.4
50mb,1,800m,100,5,120,350,246297.5
50mb,1,800m,100,5,120,400,375960.2
50mb,1,800m,100,5,120,450,319861.3
50mb,1,800m,100,5,120,500,299153.8
50mb,1,800m,100,5,140,350,337533.1
50mb,1,800m,100,5,140,400,737082.8
50mb,1,800m,100,5,140,450,446828.8
50mb,1,800m,100,5,140,500,750424.4
50mb,1,800m,100,5,160,350,919997.3
50mb,1,800m,100,5,160,400,360786.8
50mb,1,800m,100,5,160,450,1292079.5
50mb,1,800m,100,5,160,500,804424.2
50mb,1,800m,100,5,180,350,1042346.6
50mb,1,800m,100,5,180,400,1159154.6
50mb,1,800m,100,5,180,450,1718455.8
50mb,1,800m,100,5,180,500,2050132.7
50mb,1,800m,100,5,200,350,2882594.4
50mb,1,800m,100,5,200,400,1940393.3
50mb,1,800m,100,5,200,450,3047693.1
50mb,1,800m,100,5,200,500,2404041.7
50mb,1,800m,100,6,0,350,17.1
50mb,1,800m,100,6,0,400,14.8
50mb,1,800m,100,6,0,450,14.6
50mb,1,800m,100,6,0,500,16.3
50mb,1,800m,100,6,20,350,24.2
50mb,1,800m,100,6,20,400,23.8
50mb,1,800m,100,6,20,450,24.0
50mb,1,800m,100,6,20,500,24.6
50mb,1,800m,100,6,40,350,12831.4
50mb,1,800m,100,6,40,400,12637.0
50mb,1,800m,100,6,40,450,10649.3
50mb,1,800m,100,6,40,500,11655.7
50mb,1,800m,100,6,60,350,35437.4
50mb,1,800m,100,6,60,400,38140.5
50mb,1,800m,100,6,60,450,41715.3
50mb,1,800m,100,6,60,500,45051.0
50mb,1,800m,100,6,80,350,194622.0
50mb,1,800m,100,6,80,400,140028.2
50mb,1,800m,100,6,80,450,136013.3
50mb,1,800m,100,6,80,500,125428.6
50mb,1,800m,100,6,100,350,403190.5
50mb,1,800m,100,6,100,400,224289.3
50mb,1,800m,100,6,100,450,378298.6
50mb,1,800m,100,6,100,500,529617.2
50mb,1,800m,100,6,120,350,508226.3
50mb,1,800m,100,6,120,400,645160.4
50mb,1,800m,100,6,120,450,786853.5
50mb,1,800m,100,6,120,500,1158540.8
50mb,1,800m,100,6,140,350,1507599.3
50mb,1,800m,100,6,140,400,1941841.0
50mb,1,800m,100,6,140,450,1130333.7
50mb,1,800m,100,6,140,500,1016775.0
50mb,1,800m,100,6,160,350,2189814.6
