deviceIORate,cpu,memory,conns,arrivalRate,ioLoad,cpuLoad,responseTime
50mb,1,700m,25,5,40,350,395.2
50mb,1,700m,25,5,40,400,415.1
50mb,1,700m,25,5,40,450,271.0
50mb,1,700m,25,5,40,500,280.4
50mb,1,700m,25,5,60,350,1440.3
50mb,1,700m,25,5,60,400,1447.7
50mb,1,700m,25,5,60,450,1277.1
50mb,1,700m,25,5,60,500,1482.6
50mb,1,700m,25,5,80,350,4192.5
50mb,1,700m,25,5,80,400,3672.7
50mb,1,700m,25,5,80,450,4982.3
50mb,1,700m,25,5,80,500,4011.4
50mb,1,700m,25,5,100,350,7701.0
50mb,1,700m,25,5,100,400,7037.3
50mb,1,700m,25,5,100,450,8306.1
50mb,1,700m,25,5,100,500,7175.3
50mb,1,700m,25,5,120,350,10216.4
50mb,1,700m,25,5,120,400,9164.6
50mb,1,700m,25,5,120,450,11245.1
50mb,1,700m,25,5,120,500,11996.3
50mb,1,700m,25,5,140,350,15984.1
50mb,1,700m,25,5,140,400,14578.8
50mb,1,700m,25,5,140,450,16999.2
50mb,1,700m,25,5,140,500,16328.8
50mb,1,700m,25,5,160,350,19591.1
50mb,1,700m,25,5,160,400,19343.5
50mb,1,700m,25,5,160,450,19042.1
50mb,1,700m,25,5,160,500,18585.0
50mb,1,700m,25,5,180,350,24119.9
50mb,1,700m,25,5,180,400,24804.7
50mb,1,700m,25,5,180,450,24436.8
50mb,1,700m,25,5,180,500,24306.6
50mb,1,700m,25,5,200,350,27655.2
50mb,1,700m,25,5,200,400,27026.9
50mb,1,700m,25,5,200,450,25367.0
50mb,1,700m,25,5,200,500,25626.5
50mb,1,700m,25,6,0,350,14.0
50mb,1,700m,25,6,0,400,14.0
50mb,1,700m,25,6,0,450,14.5
50mb,1,700m,25,6,0,500,14.8
50mb,1,700m,25,6,20,350,22.0
50mb,1,700m,25,6,20,400,22.4
50mb,1,700m,25,6,20,450,22.1
50mb,1,700m,25,6,20,500,23.1
50mb,1,700m,25,6,40,350,311.7
50mb,1,700m,25,6,40,400,410.9
50mb,1,700m,25,6,40,450,366.7
50mb,1,700m,25,6,40,500,357.4
50mb,1,700m,25,6,60,350,1390.6
50mb,1,700m,25,6,60,400,1709.6
50mb,1,700m,25,6,60,450,1768.9
50mb,1,700m,25,6,60,500,1915.6
50mb,1,700m,25,6,80,350,4975.6
50mb,1,700m,25,6,80,400,3881.6
50mb,1,700m,25,6,80,450,4051.7
50mb,1,700m,25,6,80,500,4430.3
50mb,1,700m,25,6,100,350,8333.4
50mb,1,700m,25,6,100,400,8410.9
50mb,1,700m,25,6,100,450,7634.7
50mb,1,700m,25,6,100,500,7816.3
50mb,1,700m,25,6,120,350,12720.2
50mb,1,700m,25,6,120,400,11153.1
50mb,1,700m,25,6,120,450,13020.8
50mb,1,700m,25,6,120,500,13684.0
50mb,1,700m,25,6,140,350,16931.3
50mb,1,700m,25,6,140,400,16590.4
50mb,1,700m,25,6,140,450,18048.6
50mb,1,700m,25,6,140,500,16349.2
50mb,1,700m,25,6,160,350,19338.3
50mb,1,700m,25,6,160,400,20607.8
50mb,1,700m,25,6,160,450,19742.0
50mb,1,700m,25,6,160,500,21626.3
50mb,1,700m,25,6,180,350,23690.2
50mb,1,700m,25,6,180,400,23361.0
50mb,1,700m,25,6,180,450,23808.3
50mb,1,700m,25,6,180,500,22332.4
50mb,1,700m,25,6,200,350,25885.3
50mb,1,700m,25,6,200,400,27030.5
50mb,1,700m,25,6,200,450,29932.0
50mb,1,700m,25,6,200,500,26877.9
50mb,1,700m,25,7,0,350,14.8
50mb,1,700m,25,7,0,400,14.4
50mb,1,700m,25,7,0,450,14.9
50mb,1,700m,25,7,0,500,14.3
50mb,1,700m,25,7,20,350,22.0
50mb,1,700m,25,7,20,400,22.6
50mb,1,700m,25,7,20,450,21.8
50mb,1,700m,25,7,20,500,22.1
50mb,1,700m,25,7,40,350,428.5
50mb,1,700m,25,7,40,400,431.3
50mb,1,700m,25,7,40,450,441.5
50mb,1,700m,25,7,40,500,605.9
50mb,1,700m,25,7,60,350,2359.6
50mb,1,700m,25,7,60,400,1750.0
50mb,1,700m,25,7,60,450,1680.4
50mb,1,700m,25,7,60,500,1722.7
50mb,1,700m,25,7,80,350,3675.9
50mb,1,700m,25,7,80,400,4427.1
50mb,1,700m,25,7,80,450,4343.5
50mb,1,700m,25,7,80,500,4054.4
50mb,1,700m,25,7,100,350,8090.9
50mb,1,700m,25,7,100,400,8200.9
50mb,1,700m,25,7,100,450,8692.7
50mb,1,700m,25,7,100,500,8049.2
50mb,1,700m,25,7,120,350,14096.9
50mb,1,700m,25,7,120,400,14008.1
50mb,1,700m,25,7,120,450,12293.8
50mb,1,700m,25,7,120,500,13339.8
50mb,1,700m,25,7,140,350,17960.4
50mb,1,700m,25,7,140,400,16883.7
50mb,1,700m,25,7,140,450,17388.0
50mb,1,700m,25,7,140,500,14797.6
50mb,1,700m,25,7,160,350,23126.5
50mb,1,700m,25,7,160,400,20617.5
50mb,1,700m,25,7,160,450,20577.3
50mb,1,700m,25,7,160,500,19813.6
50mb,1,700m,25,7,180,350,22438.7
50mb,1,700m,25,7,180,400,23543.8
50mb,1,700m,25,7,180,450,25994.1
50mb,1,700m,25,7,180,500,24674.1
50mb,1,700m,25,7,200,350,26619.2
50mb,1,700m,25,7,200,400,31035.0
50mb,1,700m,25,7,200,450,26646.4
50mb,1,700m,25,7,200,500,29282.2
50mb,1,700m,25,8,0,350,14.7
50mb,1,700m,25,8,0,400,13.7
50mb,1,700m,25,8,0,450,14.3
50mb,1,700m,25,8,0,500,14.6
50mb,1,700m,25,8,20,350,22.0
50mb,1,700m,25,8,20,400,22.3
50mb,1,700m,25,8,20,450,21.8
50mb,1,700m,25,8,20,500,21.8
50mb,1,700m,25,8,40,350,586.9
50mb,1,700m,25,8,40,400,393.0
50mb,1,700m,25,8,40,450,541.8
50mb,1,700m,25,8,40,500,458.9
50mb,1,700m,25,8,60,350,1921.5
50mb,1,700m,25,8,60,400,1668.8
50mb,1,700m,25,8,60,450,1898.5
50mb,1,700m,25,8,60,500,1983.1
50mb,1,700m,25,8,80,350,4827.4
50mb,1,700m,25,8,80,400,3584.1
50mb,1,700m,25,8,80,450,3760.4
50mb,1,700m,25,8,80,500,3410.1
50mb,1,700m,25,8,100,350,8658.4
50mb,1,700m,25,8,100,400,9164.4
50mb,1,700m,25,8,100,450,9566.2
50mb,1,700m,25,8,100,500,9487.4
50mb,1,700m,25,8,120,350,13647.1
50mb,1,700m,25,8,120,400,11176.4
50mb,1,700m,25,8,120,450,12561.7
50mb,1,700m,25,8,120,500,14962.5
50mb,1,700m,25,8,140,350,16577.7
50mb,1,700m,25,8,140,400,17189.0
50mb,1,700m,25,8,140,450,18089.6
50mb,1,700m,25,8,140,500,15314.9
50mb,1,700m,25,8,160,350,21437.9
50mb,1,700m,25,8,160,400,20656.4
50mb,1,700m,25,8,160,450,18131.5
50mb,1,700m,25,8,160,500,21700.6
50mb,1,700m,25,8,180,350,25431.6
50mb,1,700m,25,8,180,400,24829.3
50mb,1,700m,25,8,180,450,24960.9
50mb,1,700m,25,8,180,500,24102.2
50mb,1,700m,25,8,200,350,29886.3
50mb,1,700m,25,8,200,400,32076.0
50mb,1,700m,25,8,200,450,31830.5
50mb,1,700m,25,8,200,500,28156.7
50mb,1,700m,25,9,0,350,14.1
50mb,1,700m,25,9,0,400,14.4
50mb,1,700m,25,9,0,450,14.9
50mb,1,700m,25,9,0,500,14.7
50mb,1,700m,25,9,20,350,22.0
50mb,1,700m,25,9,20,400,22.1
50mb,1,700m,25,9,20,450,22.4
50mb,1,700m,25,9,20,500,22.1
50mb,1,700m,25,9,40,350,423.0
50mb,1,700m,25,9,40,400,502.4
50mb,1,700m,25,9,40,450,466.2
50mb,1,700m,25,9,40,500,730.8
50mb,1,700m,25,9,60,350,2099.8
50mb,1,700m,25,9,60,400,2219.4
50mb,1,700m,25,9,60,450,2080.2
50mb,1,700m,25,9,60,500,1875.7
50mb,1,700m,25,9,80,350,5642.2
50mb,1,700m,25,9,80,400,6478.4
50mb,1,700m,25,9,80,450,4856.4
50mb,1,700m,25,9,80,500,5625.8
50mb,1,700m,25,9,100,350,8160.3
50mb,1,700m,25,9,100,400,9489.8
50mb,1,700m,25,9,100,450,9139.3
50mb,1,700m,25,9,100,500,9269.9
50mb,1,700m,25,9,120,350,12442.4
50mb,1,700m,25,9,120,400,13931.3
50mb,1,700m,25,9,120,450,13749.6
50mb,1,700m,25,9,120,500,13810.2
50mb,1,700m,25,9,140,350,17826.2
50mb,1,700m,25,9,140,400,18490.1
50mb,1,700m,25,9,140,450,16002.9
50mb,1,700m,25,9,140,500,16626.7
50mb,1,700m,25,9,160,350,22040.9
50mb,1,700m,25,9,160,400,21738.2
50mb,1,700m,25,9,160,450,21209.8
50mb,1,700m,25,9,160,500,22124.5
50mb,1,700m,25,9,180,350,26322.5
50mb,1,700m,25,9,180,400,26270.1
50mb,1,700m,25,9,180,450,23986.5
50mb,1,700m,25,9,180,500,24671.9
50mb,1,700m,25,9,200,350,32879.2
50mb,1,700m,25,9,200,400,27741.6
50mb,1,700m,25,9,200,450,27885.5
50mb,1,700m,25,9,200,500,28831.2
50mb,1,700m,25,10,0,350,15.2
50mb,1,700m,25,10,0,400,15.0
50mb,1,700m,25,10,0,450,15.1
50mb,1,700m,25,10,0,500,14.8
50mb,1,700m,25,10,20,350,21.4
50mb,1,700m,25,10,20,400,23.0
50mb,1,700m,25,10,20,450,20.4
50mb,1,700m,25,10,20,500,21.8
50mb,1,700m,25,10,40,350,625.6
50mb,1,700m,25,10,40,400,521.4
50mb,1,700m,25,10,40,450,527.0
50mb,1,700m,25,10,40,500,528.2
50mb,1,700m,25,10,60,350,2602.7
50mb,1,700m,25,10,60,400,2034.0
50mb,1,700m,25,10,60,450,1763.7
50mb,1,700m,25,10,60,500,2114.5
50mb,1,700m,25,10,80,350,5707.0
50mb,1,700m,25,10,80,400,5254.2
50mb,1,700m,25,10,80,450,5082.9
50mb,1,700m,25,10,80,500,5289.5
50mb,1,700m,25,10,100,350,10023.8
50mb,1,700m,25,10,100,400,8823.6
50mb,1,700m,25,10,100,450,9249.2
50mb,1,700m,25,10,100,500,9310.4
50mb,1,700m,25,10,120,350,13856.3
50mb,1,700m,25,10,120,400,14290.8
50mb,1,700m,25,10,120,450,14802.4
50mb,1,700m,25,10,120,500,13148.2
50mb,1,700m,25,10,140,350,17657.0
50mb,1,700m,25,10,140,400,15862.2
50mb,1,700m,25,10,140,450,16921.9
50mb,1,700m,25,10,140,500,18055.0
50mb,1,700m,25,10,160,350,23694.8
50mb,1,700m,25,10,160,400,24550.8
50mb,1,700m,25,10,160,450,21510.6
50mb,1,700m,25,10,160,500,21283.5
50mb,1,700m,25,10,180,350,25360.3
50mb,1,700m,25,10,180,400,26590.4
50mb,1,700m,25,10,180,450,25475.1
50mb,1,700m,25,10,180,500,24400.1
50mb,1,700m,25,10,200,350,28953.3
50mb,1,700m,25,10,200,400,30481.2
50mb,1,700m,25,10,200,450,30293.7
50mb,1,700m,25,10,200,500,30386.4
50mb,1,700m,25,11,0,350,14.8
50mb,1,700m,25,11,0,400,14.4
50mb,1,700m,25,11,0,450,14.4
50mb,1,700m,25,11,0,500,14.6
50mb,1,700m,25,11,20,350,22.0
50mb,1,700m,25,11,20,400,22.3
50mb,1,700m,25,11,20,450,21.8
50mb,1,700m,25,11,20,500,22.2
50mb,1,700m,25,11,40,350,575.6
50mb,1,700m,25,11,40,400,542.1
50mb,1,700m,25,11,40,450,513.8
50mb,1,700m,25,11,40,500,514.1
50mb,1,700m,25,11,60,350,2681.7
50mb,1,700m,25,11,60,400,2263.3
50mb,1,700m,25,11,60,450,1719.8
50mb,1,700m,25,11,60,500,2198.1
50mb,1,700m,25,11,80,350,6477.2
50mb,1,700m,25,11,80,400,6514.6
50mb,1,700m,25,11,80,450,6198.3
50mb,1,700m,25,11,80,500,5115.3
50mb,1,700m,25,11,100,350,9529.3
50mb,1,700m,25,11,100,400,9884.6
50mb,1,700m,25,11,100,450,8725.7
50mb,1,700m,25,11,100,500,9793.9
50mb,1,700m,25,11,120,350,13088.1
50mb,1,700m,25,11,120,400,12841.8
50mb,1,700m,25,11,120,450,14640.3
50mb,1,700m,25,11,120,500,13064.5
50mb,1,700m,25,11,140,350,17841.4
50mb,1,700m,25,11,140,400,18144.4
50mb,1,700m,25,11,140,450,17945.8
50mb,1,700m,25,11,140,500,18171.2
50mb,1,700m,25,11,160,350,23699.5
50mb,1,700m,25,11,160,400,22714.6
50mb,1,700m,25,11,160,450,22775.6
50mb,1,700m,25,11,160,500,21136.2
50mb,1,700m,25,11,180,350,26104.7
50mb,1,700m,25,11,180,400,24844.6
50mb,1,700m,25,11,180,450,27963.6
50mb,1,700m,25,11,180,500,25372.8
50mb,1,700m,25,11,200,350,29207.6
50mb,1,700m,25,11,200,400,31469.4
50mb,1,700m,25,11,200,450,30553.0
50mb,1,700m,25,11,200,500,31103.2
50mb,1,700m,25,12,0,350,14.7
50mb,1,700m,25,12,0,400,14.5
50mb,1,700m,25,12,0,450,14.6
50mb,1,700m,25,12,0,500,14.5
50mb,1,700m,25,12,20,350,22.3
50mb,1,700m,25,12,20,400,22.3
50mb,1,700m,25,12,20,450,22.4
50mb,1,700m,25,12,20,500,22.1
50mb,1,700m,25,12,40,350,495.6
50mb,1,700m,25,12,40,400,625.6
50mb,1,700m,25,12,40,450,671.5
50mb,1,700m,25,12,40,500,575.5
50mb,1,700m,25,12,60,350,2434.5
50mb,1,700m,25,12,60,400,2680.4
50mb,1,700m,25,12,60,450,2255.7
50mb,1,700m,25,12,60,500,1996.0
50mb,1,700m,25,12,80,350,5827.0
50mb,1,700m,25,12,80,400,6014.5
50mb,1,700m,25,12,80,450,5011.2
50mb,1,700m,25,12,80,500,6114.1
50mb,1,700m,25,12,100,350,11482.3
50mb,1,700m,25,12,100,400,9326.1
50mb,1,700m,25,12,100,450,10414.8
50mb,1,700m,25,12,100,500,9525.2
50mb,1,700m,25,12,120,350,13711.5
50mb,1,700m,25,12,120,400,14587.2
50mb,1,700m,25,12,120,450,14678.2
50mb,1,700m,25,12,120,500,13164.7
50mb,1,700m,25,12,140,350,18983.2
50mb,1,700m,25,12,140,400,17436.1
50mb,1,700m,25,12,140,450,16547.1
50mb,1,700m,25,12,140,500,18196.2
50mb,1,700m,25,12,160,350,21459.9
50mb,1,700m,25,12,160,400,20004.6
50mb,1,700m,25,12,160,450,22747.7
50mb,1,700m,25,12,160,500,22728.1
50mb,1,700m,25,12,180,350,26959.5
50mb,1,700m,25,12,180,400,28553.2
50mb,1,700m,25,12,180,450,27060.9
50mb,1,700m,25,12,180,500,25180.7
50mb,1,700m,25,12,200,350,28931.0
50mb,1,700m,25,12,200,400,31868.2
50mb,1,700m,25,12,200,450,29507.4
50mb,1,700m,25,12,200,500,30031.0
50mb,1,700m,25,13,0,350,13.9
50mb,1,700m,25,13,0,400,14.5
50mb,1,700m,25,13,0,450,14.3
50mb,1,700m,25,13,0,500,14.6
50mb,1,700m,25,13,20,350,22.3
50mb,1,700m,25,13,20,400,22.4
50mb,1,700m,25,13,20,450,22.6
50mb,1,700m,25,13,20,500,22.2
50mb,1,700m,25,13,40,350,499.1
50mb,1,700m,25,13,40,400,698.9
50mb,1,700m,25,13,40,450,655.9
50mb,1,700m,25,13,40,500,629.3
50mb,1,700m,25,13,60,350,1876.0
50mb,1,700m,25,13,60,400,3111.0
50mb,1,700m,25,13,60,450,2432.7
50mb,1,700m,25,13,60,500,2485.3
50mb,1,700m,25,13,80,350,4943.4
50mb,1,700m,25,13,80,400,6036.4
50mb,1,700m,25,13,80,450,6761.8
50mb,1,700m,25,13,80,500,4561.5
50mb,1,700m,25,13,100,350,9288.7
50mb,1,700m,25,13,100,400,9246.5
50mb,1,700m,25,13,100,450,10620.8
50mb,1,700m,25,13,100,500,11744.4
50mb,1,700m,25,13,120,350,14788.7
50mb,1,700m,25,13,120,400,14552.7
50mb,1,700m,25,13,120,450,16557.1
50mb,1,700m,25,13,120,500,13972.9
50mb,1,700m,25,13,140,350,19230.0
50mb,1,700m,25,13,140,400,19986.2
50mb,1,700m,25,13,140,450,17403.5
50mb,1,700m,25,13,140,500,18619.3
50mb,1,700m,25,13,160,350,23863.5
50mb,1,700m,25,13,160,400,20594.2
50mb,1,700m,25,13,160,450,21570.0
50mb,1,700m,25,13,160,500,23551.8
50mb,1,700m,25,13,180,350,26038.4
50mb,1,700m,25,13,180,400,26802.3
50mb,1,700m,25,13,180,450,26916.1
50mb,1,700m,25,13,180,500,27059.7
50mb,1,700m,25,13,200,350,29335.0
50mb,1,700m,25,13,200,400,29168.5
50mb,1,700m,25,13,200,450,29804.0
50mb,1,700m,25,13,200,500,32052.0
50mb,1,700m,25,14,0,350,14.7
50mb,1,700m,25,14,0,400,14.8
50mb,1,700m,25,14,0,450,14.7
50mb,1,700m,25,14,0,500,14.8
50mb,1,700m,25,14,20,350,22.4
50mb,1,700m,25,14,20,400,21.9
50mb,1,700m,25,14,20,450,22.7
50mb,1,700m,25,14,20,500,22.3
50mb,1,700m,25,14,40,350,857.2
50mb,1,700m,25,14,40,400,570.5
50mb,1,700m,25,14,40,450,542.5
50mb,1,700m,25,14,40,500,581.7
50mb,1,700m,25,14,60,350,2205.5
50mb,1,700m,25,14,60,400,2752.7
50mb,1,700m,25,14,60,450,2786.9
50mb,1,700m,25,14,60,500,3040.4
50mb,1,700m,25,14,80,350,5132.6
50mb,1,700m,25,14,80,400,6234.6
50mb,1,700m,25,14,80,450,5895.6
50mb,1,700m,25,14,80,500,5749.4
50mb,1,700m,25,14,100,350,12609.1
50mb,1,700m,25,14,100,400,10780.5
50mb,1,700m,25,14,100,450,9466.0
50mb,1,700m,25,14,100,500,11126.7
50mb,1,700m,25,14,120,350,15820.4
50mb,1,700m,25,14,120,400,14913.4
50mb,1,700m,25,14,120,450,14747.8
50mb,1,700m,25,14,120,500,12085.5
50mb,1,700m,25,14,140,350,18046.3
50mb,1,700m,25,14,140,400,18929.3
50mb,1,700m,25,14,140,450,19074.2
50mb,1,700m,25,14,140,500,17425.9
50mb,1,700m,25,14,160,350,21790.7
50mb,1,700m,25,14,160,400,24426.3
50mb,1,700m,25,14,160,450,23345.6
50mb,1,700m,25,14,160,500,21411.3
50mb,1,700m,25,14,180,350,26639.0
50mb,1,700m,25,14,180,400,26596.1
50mb,1,700m,25,14,180,450,26257.8
50mb,1,700m,25,14,180,500,25585.3
50mb,1,700m,25,14,200,350,29707.4
50mb,1,700m,25,14,200,400,32237.9
50mb,1,700m,25,14,200,450,32662.1
50mb,1,700m,25,14,200,500,31257.7
50mb,1,700m,25,15,0,350,14.4
50mb,1,700m,25,15,0,400,14.5
50mb,1,700m,25,15,0,450,14.6
50mb,1,700m,25,15,0,500,14.5
50mb,1,700m,25,15,20,350,22.0
50mb,1,700m,25,15,20,400,23.2
50mb,1,700m,25,15,20,450,22.3
50mb,1,700m,25,15,20,500,22.1
50mb,1,700m,25,15,40,350,519.8
50mb,1,700m,25,15,40,400,575.4
50mb,1,700m,25,15,40,450,725.6
50mb,1,700m,25,15,40,500,660.9
50mb,1,700m,25,15,60,350,2900.2
50mb,1,700m,25,15,60,400,3036.0
50mb,1,700m,25,15,60,450,2350.9
50mb,1,700m,25,15,60,500,2526.1
50mb,1,700m,25,15,80,350,5240.7
50mb,1,700m,25,15,80,400,5270.1
50mb,1,700m,25,15,80,450,5248.4
50mb,1,700m,25,15,80,500,5407.2
50mb,1,700m,25,15,100,350,9521.0
50mb,1,700m,25,15,100,400,9475.0
50mb,1,700m,25,15,100,450,9969.5
50mb,1,700m,25,15,100,500,10472.8
50mb,1,700m,25,15,120,350,14077.5
50mb,1,700m,25,15,120,400,16110.9
