deviceIORate,cpu,memory,conns,arrivalRate,ioLoad,cpuLoad,responseTime
50mb,1,700m,50,13,0,400,14.4
50mb,1,700m,50,13,0,450,14.3
50mb,1,700m,50,13,0,500,13.7
50mb,1,700m,50,13,20,350,372.3
50mb,1,700m,50,13,20,400,407.8
50mb,1,700m,50,13,20,450,356.9
50mb,1,700m,50,13,20,500,328.1
50mb,1,700m,50,13,40,350,4441.5
50mb,1,700m,50,13,40,400,4243.1
50mb,1,700m,50,13,40,450,4839.3
50mb,1,700m,50,13,40,500,4971.3
50mb,1,700m,50,13,60,350,12834.6
50mb,1,700m,50,13,60,400,15384.4
50mb,1,700m,50,13,60,450,14377.7
50mb,1,700m,50,13,60,500,15040.6
50mb,1,700m,50,13,80,350,20871.6
50mb,1,700m,50,13,80,400,23495.3
50mb,1,700m,50,13,80,450,20720.5
50mb,1,700m,50,13,80,500,24349.5
50mb,1,700m,50,13,100,350,30474.8
50mb,1,700m,50,13,100,400,32779.7
50mb,1,700m,50,13,100,450,34930.7
50mb,1,700m,50,13,100,500,34862.0
50mb,1,700m,50,13,120,350,42514.6
50mb,1,700m,50,13,120,400,38435.8
50mb,1,700m,50,13,120,450,38586.7
50mb,1,700m,50,13,120,500,43286.1
50mb,1,700m,50,13,140,350,46392.5
50mb,1,700m,50,13,140,400,49239.9
50mb,1,700m,50,13,140,450,49451.3
50mb,1,700m,50,13,140,500,50675.9
50mb,1,700m,50,13,160,350,60161.6
50mb,1,700m,50,13,160,400,66793.3
50mb,1,700m,50,13,160,450,56001.9
50mb,1,700m,50,13,160,500,59810.4
50mb,1,700m,50,13,180,350,65291.3
50mb,1,700m,50,13,180,400,69678.4
50mb,1,700m,50,13,180,450,67712.7
50mb,1,700m,50,13,180,500,71913.4
50mb,1,700m,50,13,200,350,76996.0
50mb,1,700m,50,13,200,400,86044.2
50mb,1,700m,50,13,200,450,75423.8
50mb,1,700m,50,13,200,500,76042.5
50mb,1,700m,50,14,0,350,14.7
50mb,1,700m,50,14,0,400,14.0
50mb,1,700m,50,14,0,450,14.2
50mb,1,700m,50,14,0,500,13.5
50mb,1,700m,50,14,20,350,408.8
50mb,1,700m,50,14,20,400,362.8
50mb,1,700m,50,14,20,450,359.0
50mb,1,700m,50,14,20,500,277.4
50mb,1,700m,50,14,40,350,4899.5
50mb,1,700m,50,14,40,400,4448.5
50mb,1,700m,50,14,40,450,4980.9
50mb,1,700m,50,14,40,500,4224.3
50mb,1,700m,50,14,60,350,12391.1
50mb,1,700m,50,14,60,400,14443.7
50mb,1,700m,50,14,60,450,15419.4
50mb,1,700m,50,14,60,500,12378.7
50mb,1,700m,50,14,80,350,19340.6
50mb,1,700m,50,14,80,400,21537.7
50mb,1,700m,50,14,80,450,20343.0
50mb,1,700m,50,14,80,500,26124.4
50mb,1,700m,50,14,100,350,32408.3
50mb,1,700m,50,14,100,400,31465.5
50mb,1,700m,50,14,100,450,31007.7
50mb,1,700m,50,14,100,500,30820.4
50mb,1,700m,50,14,120,350,42597.3
50mb,1,700m,50,14,120,400,39842.7
50mb,1,700m,50,14,120,450,46799.8
50mb,1,700m,50,14,120,500,45706.4
50mb,1,700m,50,14,140,350,49225.0
50mb,1,700m,50,14,140,400,52976.7
50mb,1,700m,50,14,140,450,48670.9
50mb,1,700m,50,14,140,500,53096.7
50mb,1,700m,50,14,160,350,64340.7
50mb,1,700m,50,14,160,400,62592.3
